Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge ,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
CORYELL COUNTY MEMORIAL HOSPITAL AUTHORITY,163,7,1,0,0,2,28.57,85.7,0.0,14.3,2.6,2.1,2.4,3.9,3.2,2.9,0.4,53.2,63.3,0.5,12,1.7,623669.00,89095.57,1,0.1,28.6,17.3,2.3,0.0,45.6,97.4,90.6,1.50,2.53,9.3,3.4,3.9,1.2,0.4,15.7,14.5,97.9,99.0,0.0,18.1,4.5,1.7,23.5,10.6
BEDFORD CARE CENTERS,71,7,1,0,0,0,0.00,100.0,0.0,0.0,2.9,3.0,4.0,1.7,4.3,3.8,0.6,54.4,54.3,0.0,12,1.7,342043.00,48863.29,3,0.4,31.1,15.7,1.1,3.0,51.1,89.9,95.9,3.34,3.54,21.8,3.3,6.6,2.7,2.7,33.9,25.4,98.1,98.5,0.9,25.8,8.5,9.0,27.6,12.0
"HEALTH CONCEPTS, LTD.",255,5,1,0,0,0,0.00,100.0,0.0,0.0,4.0,4.4,3.4,2.2,3.4,3.0,0.7,37.9,37.5,0.4,1,0.2,8018.00,1603.60,0,0.0,25.2,18.4,2.6,1.6,51.2,84.2,81.4,1.68,1.74,24.1,3.8,4.2,3.2,1.0,21.9,27.3,95.4,93.0,0.4,20.6,4.6,9.0,14.9,10.3
THE LOFT REHABILITATION AND NURSING,322,7,1,0,1,2,28.57,100.0,0.0,0.0,2.0,2.0,1.3,2.4,3.4,3.1,0.4,54.0,44.2,1.0,17,2.4,1345715.00,192245.00,13,1.9,25.6,12.8,1.8,4.3,50.5,65.3,71.8,2.17,2.32,12.0,3.3,4.1,1.7,1.5,27.1,20.7,93.4,86.1,0.0,27.3,7.2,11.3,17.0,11.0
RECOVER-CARE HEALTHCARE,438,30,3,0,1,5,16.67,100.0,0.0,0.0,2.2,2.3,1.9,3.1,3.3,2.9,0.6,56.9,50.2,0.3,70,2.3,1110589.00,37019.63,4,0.1,19.3,12.3,1.9,2.5,49.6,62.2,61.8,1.83,1.80,20.1,3.1,4.5,1.7,1.6,22.4,19.8,92.1,86.7,0.1,23.8,5.4,6.7,20.5,10.5
DIAKONOS GROUP,182,7,1,0,0,1,14.29,100.0,0.0,0.0,2.4,2.4,3.1,3.1,4.1,3.6,0.4,63.9,51.5,0.3,5,0.7,125670.00,17952.86,1,0.1,21.4,9.6,0.5,2.9,46.0,76.6,81.7,1.82,2.05,7.0,3.8,5.4,2.2,1.0,17.7,18.2,93.5,92.6,0.0,18.7,2.3,0.9,26.8,11.3
THE CHRISTIAN AND MISSIONARY ALLIANCE,717,2,2,0,0,1,50.00,0.0,100.0,0.0,4.0,2.5,5.0,3.5,6.1,5.4,1.2,37.5,39.3,0.5,2,1.0,60651.00,30325.50,0,0.0,25.0,11.7,1.2,0.9,31.0,94.6,99.6,1.25,1.44,10.3,1.7,3.5,2.6,1.1,18.8,10.7,98.9,99.3,0.0,9.2,2.7,0.6,14.4,9.7
LIFEPOINT HEALTH,787,9,6,0,0,0,0.00,100.0,0.0,0.0,4.0,3.9,3.8,3.6,5.2,4.5,2.4,47.4,44.9,0.1,11,1.2,57643.00,6404.78,0,0.0,22.0,9.9,1.8,3.3,48.4,92.9,94.0,1.34,2.41,15.0,3.7,5.4,4.2,0.9,21.6,17.0,97.2,99.0,0.0,19.3,8.0,4.0,17.0,10.6
LEGACY HEALTH SERVICES,305,16,1,0,0,1,6.25,100.0,0.0,0.0,3.2,2.7,1.8,4.8,3.7,3.2,0.7,56.4,56.8,0.8,2,0.1,74591.00,4661.94,1,0.1,21.7,9.8,0.8,1.5,51.9,77.3,83.1,1.55,1.54,5.5,2.5,4.4,0.7,0.1,8.3,6.2,94.5,94.3,0.0,25.4,6.6,34.0,22.7,10.4
THE MANDELBAUM FAMILY,798,15,1,0,0,1,6.67,100.0,0.0,0.0,3.7,3.1,3.4,4.5,4.8,4.3,0.5,32.7,33.9,0.7,8,0.5,196999.00,13133.27,3,0.2,23.7,8.1,2.1,0.8,62.8,97.5,99.2,2.30,0.82,11.5,1.2,6.1,1.3,1.6,10.8,11.9,99.4,99.9,0.8,7.4,4.0,1.5,16.2,12.1
ROBERT SCHOENFELD,716,8,1,0,1,1,12.50,100.0,0.0,0.0,3.4,3.1,3.4,3.8,3.9,3.5,0.6,43.4,43.9,0.3,10,1.3,575500.00,71937.50,0,0.0,25.8,9.6,1.7,2.0,49.6,94.0,94.2,2.19,1.25,7.7,2.2,5.1,0.5,0.2,17.0,11.6,100.0,99.1,0.0,14.9,5.9,1.6,14.9,11.1
A&M HEALTHCARE INVESTMENTS,641,2,2,0,1,1,50.00,100.0,0.0,0.0,2.0,1.5,2.5,4.5,3.4,3.0,0.7,28.1,50.0,1.0,2,1.0,119162.00,59581.00,3,1.5,13.8,16.5,0.0,1.5,19.2,85.8,86.9,1.91,1.91,15.5,3.8,2.6,0.3,0.4,10.9,11.6,97.8,97.9,0.0,25.8,12.5,35.2,37.2,11.1
SOVEREIGN HEALTHCARE HOLDINGS,482,43,3,0,0,3,6.98,97.7,0.0,2.3,3.4,3.3,3.0,4.0,3.7,3.2,0.6,46.0,51.2,0.8,33,0.8,867443.00,20173.09,2,0.0,24.9,10.6,1.3,2.8,57.2,97.0,96.2,2.09,1.31,10.1,3.3,4.9,0.8,0.3,13.6,9.5,99.9,99.2,0.0,14.8,6.0,8.1,13.4,11.3
COREWELL HEALTH,721,8,1,0,0,0,0.00,0.0,100.0,0.0,4.4,3.8,4.5,4.4,4.5,3.8,1.2,41.7,26.5,0.0,4,0.5,105798.00,13224.75,3,0.4,22.8,10.5,0.8,2.0,56.9,95.4,92.6,1.66,1.08,13.7,3.4,7.5,2.0,0.5,17.4,10.6,97.6,94.5,0.0,20.7,7.5,1.0,15.5,11.0
CENTRAL MANAGEMENT COMPANY,130,21,1,0,0,7,33.33,100.0,0.0,0.0,2.5,2.7,2.9,2.1,3.8,3.2,0.3,43.9,29.0,0.2,24,1.1,1033023.00,49191.57,0,0.0,26.5,14.0,3.9,3.3,62.6,81.5,91.8,2.45,2.17,18.0,3.6,5.2,3.8,1.9,22.9,20.9,98.4,96.8,0.1,11.9,4.6,2.1,28.4,11.2
TENNESSEE STATE VETERANS' HOME,704,5,1,0,0,1,20.00,20.0,0.0,80.0,3.0,3.0,3.3,2.0,4.8,4.1,0.6,46.7,32.8,0.3,1,0.2,193155.00,38631.00,1,0.2,21.9,11.9,3.5,3.0,35.2,87.8,83.3,1.14,1.18,19.1,5.9,4.7,4.0,1.6,27.7,21.0,98.6,97.2,0.2,25.7,6.0,3.7,21.9,10.6
CASTLE HEALTHCARE,121,9,1,0,0,0,0.00,55.6,44.4,0.0,2.6,2.6,1.2,4.2,3.2,2.8,0.4,50.0,43.9,0.9,2,0.2,124903.00,13878.11,1,0.1,24.4,13.8,0.7,3.0,59.9,57.4,71.5,1.46,1.55,18.0,2.8,4.5,1.0,0.4,8.6,3.3,87.3,86.7,0.0,19.1,6.0,32.1,27.2,10.7
NATIONAL HEALTH CARE ASSOCIATES,363,42,6,0,0,4,9.52,100.0,0.0,0.0,3.1,2.8,2.7,4.1,3.8,3.4,0.7,38.3,41.0,0.5,36,0.9,915774.00,21804.14,0,0.0,23.3,11.1,1.2,3.0,59.1,75.1,74.1,1.87,1.32,16.7,3.6,4.9,1.1,0.4,15.5,12.8,94.3,88.7,0.0,28.8,7.6,34.3,19.2,10.2
VILLA HEALTHCARE,550,18,2,0,0,3,16.67,94.4,5.6,0.0,2.6,2.2,2.5,4.2,3.5,3.1,0.4,47.9,44.3,0.8,21,1.2,1010367.00,56131.50,7,0.4,23.7,13.1,1.1,1.3,55.4,62.1,66.3,1.53,0.95,13.9,1.7,4.8,0.7,0.3,10.0,6.2,91.5,87.8,0.0,22.2,4.5,21.5,19.9,10.5
GARDEN HEALTHCARE GROUP,760,6,1,0,0,1,16.67,100.0,0.0,0.0,1.8,1.5,1.2,4.7,3.4,3.0,0.4,48.9,64.0,1.3,12,2.0,744373.00,124062.17,4,0.7,27.6,14.4,0.6,0.8,57.1,75.8,90.2,2.26,2.16,9.9,2.5,3.9,0.3,0.2,1.7,1.2,95.9,95.6,0.0,23.0,8.5,53.1,22.7,10.0
BRADFORD MONTGOMERY,87,11,2,0,1,0,0.00,100.0,0.0,0.0,2.4,2.6,2.1,2.5,3.7,3.3,0.3,72.7,82.2,1.1,6,0.5,247957.00,22541.55,2,0.2,30.1,20.8,3.1,3.5,52.4,84.4,74.8,2.46,2.15,25.0,4.2,3.4,1.1,3.3,17.8,16.0,94.8,88.9,0.0,13.9,3.6,3.4,26.6,11.6
BRICKYARD HEALTHCARE,90,23,1,0,1,3,13.04,91.3,4.3,4.3,2.2,2.0,2.4,3.5,3.4,3.0,0.6,47.1,42.6,0.5,12,0.5,241139.00,10484.30,1,0.0,25.0,12.0,2.5,3.3,49.1,67.1,69.8,1.97,1.36,14.9,3.2,5.0,0.4,0.3,14.1,11.0,91.4,88.2,0.0,26.1,5.5,23.8,27.3,10.6
FELICIAN SERVICES,684,3,3,0,0,1,33.33,0.0,100.0,0.0,3.7,3.3,4.0,3.3,4.4,3.8,0.8,40.3,31.0,0.0,2,0.7,39719.00,13239.67,0,0.0,25.3,8.8,1.6,2.2,36.8,84.0,91.5,0.91,0.94,15.2,3.0,5.7,4.1,1.0,28.1,23.5,90.2,98.5,0.0,25.9,4.5,0.1,24.3,12.1
ESSENTIAL HEALTHCARE,212,6,1,0,0,3,50.00,100.0,0.0,0.0,2.0,2.0,4.0,2.6,3.9,3.3,0.8,29.8,37.2,1.0,2,0.3,77340.00,12890.00,1,0.2,27.8,12.4,1.4,1.4,52.6,50.6,35.3,3.69,2.30,21.5,2.4,5.1,1.0,1.2,21.6,18.5,90.8,68.5,0.0,19.7,5.8,27.8,21.8,10.9
RILEY SPENCE SENIOR LIVING,658,5,1,0,0,0,0.00,100.0,0.0,0.0,1.6,2.2,1.8,1.6,3.5,3.1,0.3,59.0,52.3,2.8,4,0.8,189383.00,37876.60,1,0.2,21.8,15.5,4.2,4.0,30.8,64.0,65.0,2.30,2.49,24.4,6.0,4.1,4.7,2.4,18.0,17.4,93.1,88.0,0.0,15.0,8.6,7.0,25.7,11.4
VALLEY WEST HEALTH,744,11,1,0,0,0,0.00,100.0,0.0,0.0,2.9,3.0,2.7,2.8,3.4,3.1,0.5,41.8,50.7,0.6,6,0.5,187912.00,17082.91,0,0.0,23.4,10.4,1.8,3.6,40.3,82.0,85.2,1.74,1.53,18.0,4.2,5.7,2.7,0.8,19.7,20.6,95.0,93.8,0.0,26.4,5.9,1.0,23.0,10.6
EXCELCARE,757,8,2,0,0,1,12.50,100.0,0.0,0.0,2.9,2.5,2.9,4.5,3.6,3.3,0.6,47.6,42.1,0.6,10,1.3,366930.00,45866.25,0,0.0,25.5,8.2,1.5,1.7,57.7,88.2,88.9,1.62,1.25,11.7,2.5,4.8,0.9,0.5,10.8,9.9,98.7,97.8,0.0,16.1,4.4,14.2,20.4,10.4
CHARIS TRUST DTD 12/22/16,136,7,1,0,0,1,14.29,100.0,0.0,0.0,3.3,2.3,3.7,4.8,4.3,3.8,0.6,30.4,27.2,0.4,5,0.7,54895.00,7842.14,2,0.3,19.6,10.5,0.8,0.3,56.1,96.2,98.5,1.64,1.15,5.6,0.9,4.1,0.5,1.1,7.0,6.2,99.7,99.9,0.0,6.2,2.9,3.3,12.1,10.0
"COMPASS HEALTH, INC.",156,7,1,0,0,0,0.00,100.0,0.0,0.0,4.9,4.9,3.6,4.9,5.2,4.7,0.7,37.5,47.3,0.3,0,0.0,0.00,0.00,0,0.0,20.5,13.9,1.3,0.6,52.8,99.9,100.0,1.05,1.34,16.2,1.8,1.6,0.7,0.1,9.0,4.1,100.0,99.9,0.0,5.4,3.5,0.8,25.0,9.7
ACCOLADE HEALTHCARE,7,6,1,0,0,1,16.67,100.0,0.0,0.0,2.5,2.8,1.7,2.8,3.5,3.2,0.6,47.9,47.7,0.2,17,2.8,442970.00,73828.33,2,0.3,28.8,15.4,1.3,1.7,53.3,82.4,86.1,1.98,2.07,10.5,2.2,5.9,0.2,0.6,20.5,17.8,95.4,96.8,0.0,26.2,10.1,30.9,18.7,11.7
SWAN HEALTH,797,2,2,0,0,1,50.00,100.0,0.0,0.0,2.0,2.5,1.0,3.5,5.3,4.8,0.8,85.3,100.0,,2,1.0,72472.00,36236.00,1,0.5,25.3,10.3,0.0,0.0,78.3,81.8,91.6,2.14,1.89,5.8,1.5,10.2,1.2,7.7,33.4,20.1,95.8,98.7,0.0,10.0,3.7,5.9,41.3,11.1
MEDILODGE,345,49,1,0,2,6,12.24,100.0,0.0,0.0,3.2,2.8,3.6,3.8,3.9,3.2,0.9,44.8,38.9,0.8,43,0.9,1821832.00,37180.24,12,0.2,23.5,11.7,1.2,2.2,51.3,69.6,70.4,1.72,1.56,12.8,3.2,5.8,1.3,0.7,10.9,7.6,94.5,92.6,0.2,22.2,6.7,2.5,25.3,10.7
AJC HEALTHCARE,616,14,1,0,1,5,35.71,100.0,0.0,0.0,2.2,2.1,2.2,3.5,4.2,3.8,0.3,50.1,58.2,0.8,13,0.9,928833.00,66345.21,4,0.3,25.6,13.9,1.4,1.3,45.8,87.6,86.8,2.03,2.67,12.1,2.3,4.0,0.8,0.3,11.1,10.4,99.0,97.9,0.0,15.5,4.3,10.6,17.3,11.1
SIGNATURE HEALTHCARE,474,71,6,1,0,10,14.08,98.6,0.0,1.4,3.0,2.8,2.5,3.7,3.7,3.1,0.7,48.1,42.4,0.8,39,0.5,1327439.00,18696.32,6,0.1,24.2,13.1,1.2,2.2,55.9,82.3,82.2,1.74,2.06,13.0,3.6,6.4,0.7,0.2,17.7,14.9,93.9,87.1,0.0,20.3,6.1,15.7,27.2,11.9
PACIFIC HEALTHCARE HOLDINGS,792,14,1,0,0,4,28.57,100.0,0.0,0.0,2.4,2.4,2.4,4.0,4.1,3.7,0.4,36.5,50.1,0.8,15,1.1,415956.00,29711.14,6,0.4,24.0,8.5,1.9,1.0,52.4,87.1,88.6,2.84,1.33,10.5,1.1,5.8,0.8,0.9,10.4,13.4,96.2,97.4,0.1,9.0,7.3,23.2,13.5,10.8
KINGSTON HEALTHCARE,301,6,2,0,0,0,0.00,100.0,0.0,0.0,3.8,3.2,2.5,4.8,4.3,3.7,0.8,55.6,48.2,0.0,1,0.2,12649.00,2108.17,0,0.0,23.8,15.1,0.7,2.6,57.7,91.8,88.5,1.61,1.09,6.0,3.0,5.9,0.2,0.0,10.1,5.6,97.0,90.4,0.0,28.9,6.6,21.9,23.7,9.8
HERITAGE OPERATIONS GROUP,651,8,1,0,0,1,12.50,12.5,87.5,0.0,2.1,2.6,2.6,1.6,3.4,3.1,0.6,47.6,39.3,0.3,5,0.6,432463.00,54057.88,6,0.8,21.3,18.8,1.9,5.5,45.9,80.2,89.8,1.73,3.09,16.3,6.4,6.0,3.4,2.5,28.2,25.3,98.1,97.7,1.7,28.2,9.6,5.1,14.6,10.3
CITADEL CARE CENTERS,146,5,1,0,0,1,20.00,100.0,0.0,0.0,3.8,3.2,3.0,4.8,3.1,2.8,0.7,30.3,39.3,0.4,5,1.0,102067.00,20413.40,0,0.0,22.0,10.0,1.0,0.6,62.5,61.8,52.1,1.27,1.04,7.5,1.6,6.4,0.2,0.2,7.5,8.0,85.3,78.7,0.0,18.6,6.6,14.3,6.2,10.5
FLORIDA INSTITUTE FOR LONG-TERM CARE,223,18,1,0,3,4,22.22,16.7,83.3,0.0,2.1,2.0,3.0,3.6,3.4,3.1,0.6,37.3,48.6,1.2,27,1.5,1572748.00,87374.89,1,0.1,28.9,9.2,2.6,2.1,43.0,98.9,95.8,2.10,1.18,7.4,2.3,7.1,0.3,0.1,8.8,7.9,100.0,98.0,0.0,5.1,6.4,0.9,22.2,11.3
NEXCARE HEALTH SYSTEMS,369,20,1,0,0,2,10.00,100.0,0.0,0.0,3.6,3.4,3.9,4.1,3.9,3.5,0.7,44.8,37.3,0.4,13,0.7,423051.00,21152.55,6,0.3,25.0,10.3,0.8,1.8,50.3,77.9,76.1,1.81,1.26,13.5,2.5,5.3,1.6,0.7,12.9,10.2,94.4,94.6,0.2,8.1,5.3,1.7,19.0,10.6
CAMPBELL STREET SERVICES,99,13,3,0,1,1,7.69,100.0,0.0,0.0,1.8,1.8,2.7,3.3,3.6,3.2,0.5,49.9,48.8,0.8,21,1.6,635216.00,48862.77,11,0.8,23.7,14.1,1.2,2.6,52.3,77.2,87.5,1.66,1.82,16.4,3.4,4.2,2.3,1.2,19.3,18.0,96.8,96.4,0.3,27.8,5.2,3.5,20.1,9.9
WELLINGTON HEALTH CARE SERVICES,559,14,4,2,2,4,28.57,100.0,0.0,0.0,1.5,1.8,1.9,1.6,3.2,2.7,0.4,49.1,56.0,0.4,51,3.6,1277275.00,91233.93,5,0.4,26.7,12.1,3.3,2.6,43.7,56.2,54.8,2.61,1.83,15.5,2.1,6.9,1.7,1.7,22.2,19.3,87.5,74.0,0.0,19.2,8.4,5.7,17.4,10.7
CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,158,48,5,0,3,10,20.83,100.0,0.0,0.0,2.3,2.3,2.4,3.3,3.0,2.7,0.5,50.0,50.9,1.2,94,2.0,1811568.00,37741.00,7,0.1,23.4,10.6,1.7,3.9,52.8,79.0,78.2,1.79,1.77,16.4,3.3,6.3,1.0,0.8,18.5,15.2,96.7,90.3,0.0,23.5,7.1,2.9,22.1,10.8
PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,411,5,1,0,0,0,0.00,20.0,80.0,0.0,4.6,4.4,3.8,4.6,5.5,4.5,1.5,49.0,46.1,0.8,0,0.0,0.00,0.00,0,0.0,26.3,11.7,1.4,1.1,85.5,92.2,99.1,1.67,1.01,9.5,6.1,2.9,3.2,2.4,14.0,13.0,100.0,100.0,0.0,5.6,0.0,0.0,17.6,10.8
THE MAYER FAMILY,780,11,3,0,0,0,0.00,100.0,0.0,0.0,2.7,2.5,3.6,3.9,3.9,3.4,0.7,42.4,38.9,0.4,8,0.7,450358.00,40941.64,2,0.2,20.8,10.1,1.3,1.7,58.2,83.6,81.5,1.59,1.44,12.8,2.0,7.2,2.6,0.8,16.7,16.4,97.2,93.0,0.0,21.7,7.1,7.1,13.8,10.3
HCF MANAGEMENT INDIANA,252,6,1,0,0,0,0.00,0.0,33.3,66.7,4.0,3.8,2.5,4.0,3.9,3.3,0.6,36.4,31.1,0.5,0,0.0,0.00,0.00,0,0.0,25.0,13.4,0.8,1.8,63.4,95.9,97.9,1.88,1.81,9.0,1.5,4.0,3.3,0.4,22.9,18.8,98.9,99.7,0.7,22.1,5.6,34.1,24.5,10.9
ENVIVE HEALTHCARE,204,13,1,0,0,0,0.00,84.6,0.0,15.4,2.6,2.5,1.7,4.3,3.6,3.3,0.7,50.1,57.0,0.8,17,1.3,126387.00,9722.08,2,0.2,20.8,8.1,2.2,0.9,49.9,47.6,52.4,2.04,1.43,12.4,3.3,3.4,0.3,0.1,15.9,13.9,88.5,89.2,0.0,27.9,6.2,43.0,22.8,10.3
LIFEBRITE HOSPITAL GROUP,654,2,2,0,0,0,0.00,100.0,0.0,0.0,2.5,2.5,4.0,2.5,3.8,3.1,0.6,38.6,33.3,2.0,2,1.0,183198.00,91599.00,0,0.0,24.9,6.2,13.3,0.0,12.2,44.0,67.3,2.04,1.84,23.6,1.9,4.8,3.4,1.3,20.7,19.5,100.0,93.4,0.0,14.7,5.4,0.0,31.9,10.8
CENTRAL ARKANSAS NURSING CENTERS,129,39,2,0,1,2,5.13,100.0,0.0,0.0,3.3,2.8,3.4,4.2,4.6,3.8,0.3,50.7,40.3,0.0,12,0.3,393566.00,10091.44,1,0.0,22.4,12.2,1.0,3.1,55.1,75.9,88.9,1.64,1.48,7.3,3.5,3.5,0.9,0.7,14.5,11.5,93.6,97.2,0.0,17.7,3.8,0.6,24.8,10.9
CHRISTIAN CARE COMMUNITIES,142,5,1,0,0,0,0.00,20.0,80.0,0.0,3.6,3.8,3.2,3.6,4.2,3.7,0.7,55.3,40.5,0.3,1,0.2,4147.00,829.40,0,0.0,23.6,13.0,1.7,3.1,55.8,82.4,75.8,1.34,2.10,11.2,3.8,5.0,4.1,1.5,23.7,15.8,95.9,96.9,0.0,18.8,9.8,1.6,34.1,10.3
COUNTRY CLUB REHABILITATION CAMPUS,164,7,1,0,0,1,14.29,100.0,0.0,0.0,3.1,2.7,2.7,4.3,3.5,3.1,0.8,49.5,24.8,1.2,5,0.7,150214.00,21459.14,1,0.1,23.5,11.0,0.7,4.5,58.6,73.7,67.7,2.01,2.24,3.0,5.5,6.6,0.1,0.1,2.3,3.1,89.4,85.4,0.0,25.8,6.1,11.1,26.2,11.1
ABRAHAM SMILOW,808,7,1,0,0,1,14.29,85.7,14.3,0.0,1.7,1.9,2.7,3.0,3.3,3.1,0.6,48.1,56.3,0.7,6,0.9,316974.00,45282.00,0,0.0,23.3,8.4,1.1,2.9,47.9,50.3,54.7,1.32,1.34,19.5,2.9,6.2,2.1,1.9,28.7,24.9,79.2,80.3,0.0,27.1,7.7,6.8,22.6,11.0
INFINITY HEALTHCARE CONSULTING,763,74,5,1,0,12,16.22,91.9,4.1,4.1,2.2,2.2,1.5,3.6,3.3,2.9,0.5,45.6,47.7,0.9,136,1.8,4858801.00,65659.47,17,0.2,24.9,13.1,3.0,2.5,40.0,70.4,70.9,1.79,1.77,18.8,3.6,5.0,1.0,0.8,11.4,7.8,93.9,87.0,0.1,24.7,6.5,56.7,24.3,10.9
BLUE RIDGE HEALTHCARE,84,2,2,0,0,0,0.00,100.0,0.0,0.0,1.0,2.0,1.5,1.0,3.4,3.3,0.3,75.6,75.0,1.5,4,2.0,322272.00,161136.00,0,0.0,34.6,17.5,5.2,0.7,31.6,56.5,69.5,2.41,2.99,21.0,3.0,9.2,4.7,3.2,27.4,30.9,89.5,94.1,0.0,10.1,5.8,7.7,47.0,10.7
PROMONTORY HEALTHCARE,428,3,2,0,0,0,0.00,100.0,0.0,0.0,3.3,3.0,3.3,3.3,5.0,4.5,1.2,,,,0,0.0,0.00,0.00,0,0.0,22.8,13.1,0.5,2.2,58.9,92.5,97.3,2.49,2.82,25.8,0.0,0.0,0.0,8.9,17.3,26.7,,100.0,0.0,33.5,3.6,3.2,12.9,9.2
PARAMOUNT HEALTHCARE,775,8,1,0,0,3,37.50,87.5,12.5,0.0,1.8,2.1,1.8,3.3,3.3,3.0,0.3,53.8,62.4,0.6,13,1.6,482636.00,60329.50,0,0.0,25.6,11.1,1.9,0.3,46.0,92.2,93.2,2.40,1.38,9.9,1.7,6.3,1.0,1.5,25.2,21.8,99.4,96.1,0.0,19.6,2.9,1.4,26.6,10.5
ATLAS HEALTHCARE,598,28,4,0,1,1,3.57,96.4,3.6,0.0,3.4,3.0,2.5,4.1,3.7,3.3,0.5,45.0,43.3,0.7,26,0.9,1733107.00,61896.68,1,0.0,24.7,8.8,1.3,2.1,56.1,79.5,78.9,1.72,1.23,13.6,3.0,4.7,1.4,0.5,13.3,10.8,95.5,90.2,0.0,25.1,4.4,13.7,19.5,10.7
AVIATA HEALTH GROUP,745,52,1,0,2,7,13.46,100.0,0.0,0.0,2.2,2.0,2.7,4.0,3.4,3.1,0.6,47.1,55.5,1.4,144,2.8,3079004.00,59211.62,2,0.0,25.8,8.6,1.3,2.9,46.0,94.9,91.8,2.02,1.10,5.4,2.8,5.8,0.7,0.6,13.4,10.6,98.7,96.7,0.0,16.1,7.3,2.5,18.3,10.8
LIFEWORKS REHAB,768,59,5,2,5,7,11.86,98.3,0.0,1.7,2.2,2.1,1.6,3.9,3.5,3.0,0.5,54.5,53.2,0.6,69,1.2,3933648.00,66672.00,15,0.3,21.5,11.7,1.2,2.6,56.6,78.5,78.8,1.45,1.38,13.7,3.1,5.8,1.0,0.4,16.8,14.8,92.9,91.9,0.0,25.0,5.8,41.3,19.3,11.2
LANTIS ENTERPRISES,304,5,2,0,0,0,0.00,100.0,0.0,0.0,1.2,1.6,2.4,1.8,3.4,3.0,0.6,59.5,65.8,,1,0.2,44044.00,8808.80,2,0.4,20.0,15.4,3.8,1.4,38.4,54.0,64.9,1.69,2.91,25.8,5.8,9.2,2.9,0.9,20.1,23.0,93.0,92.8,0.0,26.9,7.6,3.6,20.8,10.3
DIVERSICARE HEALTHCARE,185,47,5,1,1,3,6.38,95.7,4.3,0.0,2.5,2.4,3.1,3.5,3.3,2.8,0.6,47.6,46.4,0.6,41,0.9,1301113.00,27683.26,9,0.2,24.0,12.3,1.6,2.2,49.5,86.4,85.5,2.02,2.01,12.0,3.4,6.5,1.4,0.8,15.4,12.7,96.8,92.2,0.0,20.1,5.3,1.9,21.9,11.1
WLC MANAGEMENT FIRM,570,17,1,0,0,1,5.88,100.0,0.0,0.0,2.2,3.6,1.3,1.2,3.1,2.8,0.5,95.3,100.0,,22,1.3,726574.00,42739.65,3,0.2,28.6,18.0,3.4,3.8,44.0,61.8,83.6,2.76,4.00,21.8,5.2,6.4,2.8,2.4,26.7,20.3,95.4,95.3,0.2,25.7,6.3,5.2,25.4,11.4
CARMELITE SISTERS FOR THE AGED & INFIRM,802,7,7,0,0,0,0.00,0.0,100.0,0.0,3.1,2.9,3.6,3.7,4.0,3.6,0.7,44.0,42.2,1.1,6,0.9,146183.00,20883.29,0,0.0,22.5,12.5,1.4,3.5,48.6,91.9,87.6,1.48,0.92,15.2,2.8,3.7,1.1,0.7,19.1,15.1,98.5,98.3,0.0,23.6,5.2,13.2,12.4,10.2
